userId,flightNumber,interactionType,timestamp,rating
2f870db0-fbee-4bd8-8f33-77a4ccc5d2e1,MQ2030,Book,2025-05-17T17:00:00,2.4
63f91c30-b258-43dc-9eb0-9a31d692c310,US8982,Search,2024-11-24T18:45:00,
f8d66e56-15f9-4f65-b255-5f9fb380a24a,DL9480,View,2025-12-07T22:24:00,
7a46a0a2-5872-489f-9112-df13b75dea75,HA7858,Search,2024-06-08T11:46:00,
517536ae-d041-4693-91c7-ce8c9208f678,WI1230,View,2025-05-30T14:52:00,
e978ecdd-dcb1-4504-bd21-2d69909d29b8,UA8947,View,2024-05-26T17:41:00,
4d8b4bb8-a286-4cca-a21c-511c25cea6bf,RD3028,Search,2025-06-15T08:24:00,
e80cab74-1ff4-4660-acdd-d766846a30e5,HA4218,Search,2025-09-20T18:21:00,
93bcae6a-f138-44fe-98d0-d6849772c3f0,OZ2918,Search,2025-10-22T11:02:00,
b215d71e-22ab-48af-91ed-b6ea5e1b100a,KE4695,Book,2024-10-28T01:09:00,2.8
387a565b-b436-4750-a9cc-32c07d485cd2,SY4006,Book,2025-10-09T20:40:00,4.8
33b91307-9379-4f86-8159-199ece9fab65,MG3247,Search,2025-09-11T16:40:00,
3cc6f6ec-a6ba-4e97-a160-d4432ad78840,FI1459,Search,2025-01-31T15:05:00,
25667f4c-842e-492c-9abb-a8e812c159f9,VS4193,Book,2024-03-30T06:58:00,4.7
3f7b46d9-3e1e-4ab9-94dd-f327d9eaa32e,FL8233,Search,2024-09-07T16:22:00,
ce521a2e-c950-4f6d-8469-0bc775b54b95,MG7524,View,2025-11-09T20:18:00,
dbf70803-4637-4444-becb-2c1c2f5d1209,EI910,View,2025-09-20T20:04:00,
b43e2080-9585-4b85-b317-2e7017d15f4a,DH8160,Search,2025-10-16T15:16:00,
56da9d96-b9cc-45db-a63c-275149034381,BR5296,Book,2024-10-27T03:48:00,3.2
219d4245-1747-441d-959b-a97b61f0d764,TW9698,Book,2025-10-10T06:00:00,3.7
cc832441-9001-4215-8a79-fb695855760a,YV9458,View,2025-12-26T03:24:00,
2d68ae1a-ee60-45c0-a831-d0f2a5b7eb7e,9W5948,Book,2025-05-03T15:12:00,2.5
921a386d-e8bd-4304-b646-d6f8cd0dd221,CP486,Book,2024-06-04T18:09:00,3.8
8996eca3-9b16-4ff9-bee1-f61700668e18,F99337,Book,2025-02-15T12:06:00,3.8
60e468cc-9ab5-4f5d-ab8d-9629788e09d5,OO4506,Search,2025-06-28T18:24:00,
a5ee8b1e-c99f-4891-add4-78773f412f03,DL6472,Search,2024-07-23T11:00:00,
4d062b02-070a-43c7-82e6-15bc6bf41019,N73557,Search,2025-01-24T07:00:00,
51f15be9-aabf-4c25-bdeb-2b70cea9feea,TS1106,Search,2025-07-14T16:46:00,
3fb5f175-b44e-496c-81a1-6a24ac05f47c,S65018,View,2025-11-20T17:37:00,
aa55b0a9-8152-45fc-8655-b5373e115153,AA2604,Search,2024-01-28T14:08:00,
3cd6bc79-5365-4916-8540-4857beddd028,AS7483,Book,2024-03-11T15:32:00,4.9
870c88e6-7f86-4248-9148-e9d4bb99c3ce,PE7432,Search,2024-06-28T15:12:00,
67e776f4-7d04-443e-a2e8-259fe28d70a0,AF6332,Book,2024-07-22T14:52:00,4.2
56ec4adc-4c6c-498f-8a37-4147cf00be13,XJ4116,Search,2025-02-16T07:37:00,
8868e9c9-da3e-431f-bcd9-c8a4daef3d9e,SY5105,Book,2025-12-07T06:55:00,3.9
a4b0aa59-0458-433a-b2e0-18dc33fec760,YX5502,Book,2024-10-24T07:09:00,3.4
e85caad4-8568-4183-88d3-0eb279dac867,AS1497,Search,2025-11-25T10:29:00,
118ec15d-823d-441e-8d6c-3b0d70b2b048,IB7998,Book,2025-03-08T21:55:00,3.5
3209284b-3b45-4248-8ab3-2f280fcc3786,PE9173,Book,2024-10-16T07:31:00,3.8
a38f3e4e-d600-4461-8d44-f3f4b3f84f44,MG2611,Search,2025-12-29T20:08:00,
5f8e3ca3-8ba3-4021-93af-fdf34e6d8356,SE9358,Search,2024-01-22T16:44:00,
3678041f-40bb-41b8-b6db-5ba4954e3a26,LY9343,Book,2025-08-19T17:46:00,4.0
ab1d23e0-7463-4662-98b4-6fad41acfdc3,JL9145,Book,2025-05-16T22:24:00,1.6
13f8c702-f428-4d52-9346-3dc516e1a127,EI3094,Book,2024-05-03T03:29:00,3.8
bb492f14-78e5-415a-922a-61cd9d0b5fef,QQ503,Book,2025-09-17T13:39:00,2.9
61f23253-9a6f-47f1-a70e-811530ed50a1,TZ1203,View,2025-11-25T01:29:00,
ca0b1f75-3138-4385-aa19-2198ec71b6e1,TK2504,Search,2024-09-07T09:03:00,
7276948b-d418-4b0b-8990-2616334bf361,TW7717,View,2024-06-22T02:44:00,
0f6df8a2-e960-4aac-9af6-c9d75a844668,VN7722,Book,2024-03-27T20:15:00,3.2
a61e17ff-8c4e-4bb7-b4ef-f36922490fc6,LH6413,View,2024-02-28T18:31:00,
909e936a-006f-4aad-a80e-2dacaed62b12,JX7469,Search,2025-01-13T12:47:00,
38f48159-431a-4c23-ab9e-59907585bd2a,WI2335,View,2025-12-03T04:36:00,
64e90f4a-798a-43cf-8dda-2df961f44bc7,TS6629,Book,2025-01-24T12:26:00,3.9
803fccb7-8987-4685-80be-a0bcd6a939dd,WS1081,View,2025-12-29T14:16:00,
a28ce3a7-8381-4ed7-b57f-50d923b7c66a,EI5231,View,2024-10-15T09:57:00,
056ab98e-331e-4109-a859-b1fa712301ed,SE3738,Book,2025-09-03T23:48:00,2.1
1c43870d-239d-4b86-9cce-685cc0586fbb,PE7032,Search,2024-10-26T09:02:00,
ccf18a89-a14f-4e4a-9071-2bd64c86c1b8,FJ9843,Book,2025-12-12T18:54:00,1.6
a53e24c9-5cb9-4b7c-b8e6-a43fae0067d3,XJ6996,Book,2025-10-19T09:52:00,3.1
764892d6-9c7d-419a-a169-8d79ada5b5ae,MG6997,Book,2024-04-15T16:54:00,3.8
8e43d037-1886-4b9f-8f51-06dd08b1ae9e,NK3678,View,2024-02-27T03:32:00,
060fc25b-bc4e-40f9-8f31-fd686b5209a5,9W839,Book,2025-11-07T14:40:00,3.7
0ae0a47c-09f6-48e0-9a8d-d67378389c33,EZ4141,Book,2024-04-22T20:40:00,3.8
1428ac07-6004-4950-a8bc-e59f71dbc24d,US242,Book,2025-12-08T15:09:00,3.9
ec5d9edd-efe8-434c-9fc5-3fc89937701b,N75392,Search,2024-07-18T17:15:00,
6ff7e5a1-c6d0-46a7-b1e1-c28d0343d1fb,FL1064,View,2024-03-09T00:50:00,
2a2d061f-d4e0-42b9-b187-1b6000b52e5b,QQ3853,View,2025-08-27T16:54:00,
d179b1e8-4d44-4857-a7a2-b64e5c2e2ab5,AS2168,Book,2024-10-18T11:33:00,2.5
c72f13fd-c183-47ee-ba68-0e17a7c7f1c9,XP6424,Search,2025-09-04T19:36:00,
3774294c-b64d-4ce3-86d0-30175008e989,DP6625,Search,2025-12-31T11:54:00,
81af20e6-c217-47d5-80e0-0a8b880ade25,FI5561,View,2024-06-27T07:02:00,
46b03166-9f4f-47ab-9313-fbd9a765b1ef,HA7300,Search,2024-03-17T11:55:00,
c028c583-51d9-45a9-a8f5-ca29f703fa0e,US8364,View,2024-01-24T23:25:00,
9e623628-4eff-40d1-b478-0fb805db3255,LH5834,View,2024-01-18T06:34:00,
d3d5a5ba-da3a-4d5a-8a55-72f55353c416,XP1694,View,2024-11-09T08:36:00,
7b8aadbc-ea9d-4f6f-8367-b1e2eb748b98,9W5894,Book,2025-06-15T19:08:00,3.8
522bb817-ec3a-45b6-a311-bd5d5d6d76cb,FF2724,Search,2024-11-14T06:57:00,
e8ca74a2-c474-4cde-b04b-4635d148012a,ZG377,Book,2024-04-02T19:49:00,1.5
dda7487c-4e1f-4971-bd3c-1070db662595,QK7308,Search,2025-06-27T02:28:00,
c5bba79a-b85c-4714-a206-09ebfccfbc74,MX4970,Book,2025-01-09T16:24:00,1.2
05fa383e-31c0-4a07-a765-26f2c08308e0,CA331,Book,2025-10-18T21:07:00,1.7
a4af678a-6beb-44a7-8cec-f6f52ecd8d0b,VS918,Book,2024-10-08T01:09:00,2.4
c72188e9-557d-48c6-87bd-f35274d5f91d,MX558,Search,2024-09-01T00:26:00,
3c04152d-f410-4074-be57-7908a87812d4,MG2033,Book,2024-07-27T10:37:00,4.6
76ace99e-1902-4a9b-87bf-8fa349ff3de6,SE8132,View,2025-05-28T20:30:00,
e25d5d4c-ce3d-488a-aa70-b3f114df6904,OO2090,Book,2025-07-10T13:36:00,2.7
e3200f06-5e56-4689-b348-c1eafc48960c,EI4114,View,2025-10-21T02:06:00,
d5eb91be-370a-4c20-8538-3221fe88acd0,OO539,Book,2025-11-16T00:38:00,2.4
25e489ff-da1f-4771-84fd-153e807dd103,AC5844,Book,2024-08-16T19:55:00,3.7
a40d561a-2047-4c3a-9e52-e78f8daabce2,KE7192,Book,2025-02-01T00:33:00,3.1
1ca48568-345f-45cc-9e4d-061a557bfff3,GL9004,View,2024-02-15T02:48:00,
5bff3aff-29cd-4882-b7d7-c9d4087dbdb1,FL7278,View,2024-03-19T12:44:00,
b505474c-59bf-4dd9-8eb9-f60dd5b1945f,QQ9714,Book,2024-09-14T10:45:00,2.2
4185b22e-a9a3-4755-a2f3-7d2279bce04c,OO5190,Book,2025-02-14T05:36:00,1.1
e6d3490b-eaf3-46db-a0ac-4fcc3cba8e26,5Y6589,Book,2024-06-07T20:56:00,4.8
564c0fbb-89b2-4ec2-b6f8-f586f939d020,Z08899,View,2024-07-12T14:01:00,
c075ed2d-be00-4c41-b0d8-74145a82811f,XP5775,Book,2024-01-29T14:14:00,3.3
6fd86724-0784-4ec4-97ff-cfecfee489fb,AZ6820,View,2024-09-24T13:03:00,
911f742f-7709-4bed-8652-e6c01c5790e0,RD204,View,2024-05-19T04:58:00,
d373355f-e7c2-458e-a31a-fd8701f9f8d7,ZW2493,Search,2025-06-03T07:45:00,
a26c8de8-d199-40ca-be01-49ad7cce2067,Y44881,Search,2025-10-04T11:54:00,
3822084d-f47b-471f-b93b-783671944c9b,MX3284,Book,2024-10-06T07:48:00,4.5
c8eb1579-5ad1-4ee6-9121-e1519e9cb6bc,BA3721,Search,2024-08-16T16:55:00,
efdf2004-717a-4bea-a472-522e6d6000b0,4O8908,View,2025-07-20T08:17:00,
4883c9d1-30de-4103-868d-b5e46a87fc60,TP6894,Book,2025-09-07T00:10:00,1.9
b5abfeac-cdd8-4b87-8eb5-6e9c00c091b9,5Y6111,Search,2024-09-26T04:24:00,
448d6ecf-c67a-4fb0-8fb1-d2042c1dde9c,OO3462,Search,2024-09-17T19:08:00,
70d173ec-eb68-4ed1-8868-e67ffcd6c9a0,RD4168,Book,2025-11-23T10:25:00,4.0
2070a55f-973b-47ea-8980-fd96d7bc4040,QK1694,View,2025-06-15T20:19:00,
74b14d0e-464f-4ac9-b3ac-c402f8753959,NZ2855,Book,2025-08-23T08:05:00,3.0
fc3e4b3d-92e9-4afc-9122-c7e289cd34b9,FJ9807,View,2024-04-01T23:25:00,
bf98bf95-75c3-4fdf-b69a-43d3c3311fe1,XE6802,View,2025-04-12T10:34:00,
bf9b4b1d-2359-4e2f-afd4-0a4fce05c863,9W3150,View,2025-03-26T11:42:00,
7e6f0d72-707c-435a-ab58-62b145a044de,WN8876,Book,2024-10-15T03:06:00,3.8
38a00549-e629-4728-bbe4-aa96b6e2d4f1,US5463,View,2024-09-03T14:13:00,
8154bccf-9446-40fd-844e-0f956ac5cd73,AA6761,View,2024-07-17T05:54:00,
8b66b57c-c53b-4689-a69d-99ed8d1edefd,BR5750,Book,2024-02-04T04:25:00,1.9
0f6df8a2-e960-4aac-9af6-c9d75a844668,B67880,Search,2024-07-28T15:42:00,
f02d4d61-0fb4-4623-97e8-e0ef476de3f7,XJ8886,Book,2024-02-10T01:07:00,4.0
a9eb700b-b86f-4a8d-9901-022dcf0c6475,AZ4152,View,2025-08-23T04:27:00,
9d5c66ca-faee-40f1-8cce-2d3460a5c38e,CX1363,Book,2024-07-15T09:32:00,1.3
6dc90362-537a-45e9-9654-ed1c064d6e15,JX7749,Book,2024-04-15T07:39:00,4.7
9f4e0137-3794-4620-a819-8ac6cb5698c4,MT1370,Book,2024-07-06T00:02:00,3.0
e4aec5a5-f9c5-432f-a4ef-d939119ac901,WI6950,Search,2024-12-03T19:30:00,
c3f0f6a4-5dc0-404f-b236-2ef397dfe252,CZ9252,View,2024-02-06T02:17:00,
12a57032-a4b9-4356-ae80-b585bb45bc35,XE7822,Search,2025-11-12T07:56:00,
1dd22df4-1c54-42c3-865b-a825aac4a79e,XE2616,Search,2024-03-26T19:17:00,
7fa74d8b-0079-4799-964a-b161bc4c1e1e,EV9113,Book,2025-09-22T00:08:00,1.5
d7865839-eb4f-41fa-b0b6-f3cfa276be08,DP3973,View,2025-08-07T06:41:00,
320fcfb3-6e3a-4a89-b6dd-b236cd333abf,AZ6238,Book,2025-12-07T20:54:00,2.3
59b4ab5b-8586-4a45-a8f7-74cad66f402d,PR3835,Book,2025-06-23T14:44:00,4.8
c9914a35-b97c-4833-b3b3-f4b25b40b387,EI3984,View,2024-05-18T13:16:00,
2d447fd9-d721-4ca6-a856-f685d4bb89b5,PR9126,Book,2024-02-12T06:11:00,4.8
815aa53b-b710-4a7e-9c2b-21ac9b0f57ef,Y4365,View,2024-11-11T05:10:00,
186ca6bb-c3f9-43b4-9ee2-b21e6601b365,PE9559,Book,2025-12-31T11:27:00,3.4
56e6e028-aff2-4217-ad7f-5b218daab2e7,5Y3522,Search,2024-04-15T07:09:00,
531a8b34-8836-4349-92a7-0dde5fa37eca,AI8718,Book,2024-08-31T15:05:00,4.8
88d9d3d9-6798-45bc-aa1c-300962f45abb,TA3243,Book,2024-07-31T09:43:00,2.5
e388bc8c-a52b-4082-8c25-0714f6a0cdbf,XJ3135,Book,2024-09-30T11:01:00,1.1
38c6ab42-e7b0-4c5d-85c7-937de9d6d410,BA6080,Search,2025-07-05T15:00:00,
01bd670f-618d-4b7e-a063-b01cd768985a,AA8827,Search,2024-09-05T17:21:00,
91f160c3-6f9d-4adb-832e-028affb1dbee,F83764,View,2025-01-26T18:58:00,
2d24babc-5257-49b8-9b88-357812e624a7,FL129,Search,2024-10-27T15:08:00,
01eff906-fecf-4319-ae7f-56a7e4db85f9,QR2279,Book,2025-12-30T10:20:00,4.5
52076154-c0e1-492c-bef8-d9296cee4635,MG4489,Search,2024-06-25T13:46:00,
17b800db-698b-4eab-8ddb-4ca6fa659442,XJ5884,View,2025-06-06T08:35:00,
496ae74e-6774-4ec4-a25f-ab21e804c251,TA1718,Search,2025-05-27T14:44:00,
c9374a9c-7e54-40fe-a19f-530963b81191,TK2686,Search,2025-09-10T02:45:00,
1c7095a9-6406-474b-8ab1-068210b55fea,HA6470,View,2024-01-01T13:42:00,
91d89c70-f22a-4fb6-9397-9ed9e737c5c8,TK4503,Book,2024-10-10T08:48:00,1.3
7e274faa-ac7b-4858-b878-97e90ecf10ed,SE2542,View,2025-07-27T18:42:00,
f4aa5e9f-6642-4700-9cb7-ef4232d4e020,5Y276,View,2025-11-07T09:30:00,
dca62315-5bb4-40cb-b78a-11fe0b293aa0,SE8060,Book,2025-02-09T18:26:00,4.7
1e6ef722-5ef3-4e2e-b4e0-9b8819355b96,FI6778,View,2024-11-12T03:49:00,
8d7f8ac5-c635-44b7-8ed8-84dcd8b79422,JL8277,Book,2025-02-12T22:26:00,4.7
6ff7e5a1-c6d0-46a7-b1e1-c28d0343d1fb,FI5222,Search,2024-01-03T09:17:00,
81c8804e-4616-4c6a-88b3-3f106909b644,YV581,View,2025-10-20T20:04:00,
5547ffec-9020-45bb-8a4c-f40c2cb1e358,FF6373,View,2025-05-05T02:31:00,
74cda5ef-43e8-4d64-8937-713fb7590760,CX5492,View,2024-04-11T23:19:00,
56bdb439-9f5d-40e7-8e1f-1cd41b3abc0c,NK4298,Search,2024-06-12T10:17:00,
2466b7c8-9dd5-4d4f-8c33-ea26c6bcfbb7,AI278,Search,2025-11-26T05:10:00,
027b9b6e-2cf8-4615-888b-51208895968a,EK4060,Book,2025-07-18T11:02:00,3.2
5d3ba72b-bcff-43ec-b550-5037c320c061,YX6615,Book,2024-02-17T20:25:00,1.7
898c533b-5cac-4a6a-888e-3a759b77d4e8,AM4136,Book,2025-07-17T17:26:00,1.3
ca8402dc-5857-40c1-9377-dbc25835f91e,JL5215,View,2024-09-28T11:18:00,
914a4705-bbf2-422b-a093-afdf356ec3bd,CC2014,View,2025-02-11T18:09:00,
c7ccd1b5-0dee-491e-952f-506acabeb900,XP5775,View,2024-02-08T18:42:00,
fde161dc-2bf7-4d57-91a8-accb5bdd3125,FJ9807,Search,2024-10-24T19:55:00,
742e1435-90e1-44be-a936-dc09e4059b57,PR5650,Search,2025-07-31T20:01:00,
890364df-3b2d-4281-93f3-416e769bf385,JL9183,View,2024-01-23T08:10:00,
8ba28144-cbd9-44d0-ab58-da844f3935c9,TP1127,View,2025-04-08T01:38:00,
ceb3ba63-999b-4776-ace7-249f2dbbe5e4,HQ2187,View,2025-01-29T00:12:00,
a9d528b4-2823-4348-98c3-6d73bf0c976f,FI7890,Search,2025-10-10T17:29:00,
a894a9a9-bc89-4a42-b32f-601065f1de4e,B67653,View,2024-11-04T01:33:00,
c09a0262-c0d7-463e-916c-b295dea1f9ce,MT1299,Search,2024-04-04T19:48:00,
ceaf79b4-4673-46dc-9702-aadec14bbe39,BR9368,Book,2024-01-24T22:54:00,2.6
fcd1f692-4372-46cf-b1ad-ad170e05713e,AZ1015,View,2024-07-25T12:26:00,
ab57c45a-dd58-4ccf-8447-2c619c68ae31,CM4888,View,2025-06-26T02:31:00,
d868181b-dfcf-4b2b-8021-741c2de969db,VN6727,Book,2024-02-04T14:49:00,1.4
4b69349c-cb04-441f-84e9-b93af3300f4a,WN2209,View,2024-08-28T20:13:00,
76d1143c-726f-47e5-ac6b-cbbe51a6f9d5,QR7248,View,2025-12-24T09:11:00,
4bab0abc-703d-4e9c-9d77-26dcda1e83f9,MU1759,Search,2025-12-17T10:11:00,
13e41260-99b5-4449-b5ca-ca42d325f754,CM910,View,2024-11-01T02:38:00,
f16f7c8a-36db-4c49-a9ad-bfbaf726df03,AI9450,View,2025-04-09T23:43:00,
076c755a-3f66-40ca-8501-06da03fc0613,BBB758,Book,2024-01-08T11:14:00,2.5
a96d16ba-44a8-4634-b51b-01ca5d53c627,WI4319,Search,2024-06-30T15:58:00,
0c35f973-e671-45e3-bb48-c25e291510a5,EZ4649,Book,2024-08-04T09:17:00,4.1
d9e8ae5a-691c-415b-a44d-3d428c2d7952,Z09316,Search,2024-10-07T05:35:00,
a63c6cb4-888c-4afd-9d7b-b971e84bf63a,TW1798,Search,2024-09-07T21:30:00,
d129fc37-2f8b-44f4-9cfa-54a96c39fff3,BBB2945,View,2025-01-05T21:29:00,
505ce643-b2f5-45fe-9e11-6e6b1cb2797c,QX3203,Search,2024-11-07T21:44:00,
